League,Date,Get,Pay,Value
Affliction,2024-02-11,Exalted Shard,Chaos Orb,1
Affliction,2024-02-12,Exalted Shard,Chaos Orb,1
Affliction,2024-02-13,Exalted Shard,Chaos Orb,1
Affliction,2024-02-14,Exalted Shard,Chaos Orb,1
Affliction,2024-02-15,Exalted Shard,Chaos Orb,1
Affliction,2024-02-16,Exalted Shard,Chaos Orb,1
Affliction,2024-02-17,Exalted Shard,Chaos Orb,1
Affliction,2024-02-18,Exalted Shard,Chaos Orb,1
Affliction,2024-02-19,Exalted Shard,Chaos Orb,1
Affliction,2024-02-20,Exalted Shard,Chaos Orb,1
Affliction,2024-02-21,Exalted Shard,Chaos Orb,1
Affliction,2024-02-22,Exalted Shard,Chaos Orb,1
Affliction,2024-02-23,Exalted Shard,Chaos Orb,1
Affliction,2024-02-24,Exalted Shard,Chaos Orb,1
Affliction,2024-02-25,Exalted Shard,Chaos Orb,1
Affliction,2024-02-26,Exalted Shard,Chaos Orb,2.592
Affliction,2024-02-27,Exalted Shard,Chaos Orb,4.6
Affliction,2024-02-28,Exalted Shard,Chaos Orb,10.991
Affliction,2024-02-29,Exalted Shard,Chaos Orb,3.2
Affliction,2024-03-01,Exalted Shard,Chaos Orb,2.9
Affliction,2024-03-02,Exalted Shard,Chaos Orb,1.33333
Affliction,2024-03-03,Exalted Shard,Chaos Orb,1.33333
Affliction,2024-03-04,Exalted Shard,Chaos Orb,2.6
Affliction,2024-03-05,Exalted Shard,Chaos Orb,2.6
Affliction,2024-03-06,Exalted Shard,Chaos Orb,1.8
Affliction,2024-03-07,Exalted Shard,Chaos Orb,1.7
Affliction,2024-03-08,Exalted Shard,Chaos Orb,1.7
Affliction,2024-03-09,Exalted Shard,Chaos Orb,1.8
Affliction,2024-03-10,Exalted Shard,Chaos Orb,3.394
Affliction,2024-03-11,Exalted Shard,Chaos Orb,1
Affliction,2024-03-12,Exalted Shard,Chaos Orb,1
Affliction,2024-03-13,Exalted Shard,Chaos Orb,1
Affliction,2024-03-14,Exalted Shard,Chaos Orb,1
Affliction,2024-03-15,Exalted Shard,Chaos Orb,3.2
Affliction,2024-03-16,Exalted Shard,Chaos Orb,1.8
Affliction,2024-03-17,Exalted Shard,Chaos Orb,1.8
Affliction,2024-03-18,Exalted Shard,Chaos Orb,1.6
Affliction,2024-03-19,Exalted Shard,Chaos Orb,1.6
Affliction,2024-03-20,Exalted Shard,Chaos Orb,1
Affliction,2024-03-21,Exalted Shard,Chaos Orb,1
Affliction,2024-03-22,Exalted Shard,Chaos Orb,1
Affliction,2024-03-23,Exalted Shard,Chaos Orb,1
Affliction,2024-03-24,Exalted Shard,Chaos Orb,1
Affliction,2024-03-25,Exalted Shard,Chaos Orb,1
Affliction,2024-03-26,Exalted Shard,Chaos Orb,1
Affliction,2023-12-09,Chaos Orb,Instilling Orb,1.35333
Affliction,2023-12-10,Chaos Orb,Instilling Orb,0.83333
Affliction,2023-12-11,Chaos Orb,Instilling Orb,1.26
Affliction,2023-12-12,Chaos Orb,Instilling Orb,1.5
Affliction,2023-12-13,Chaos Orb,Instilling Orb,1.68
Affliction,2023-12-14,Chaos Orb,Instilling Orb,1.84
Affliction,2023-12-15,Chaos Orb,Instilling Orb,2.4591
Affliction,2023-12-16,Chaos Orb,Instilling Orb,2.71
Affliction,2023-12-17,Chaos Orb,Instilling Orb,2.815
Affliction,2023-12-18,Chaos Orb,Instilling Orb,2.94
Affliction,2023-12-19,Chaos Orb,Instilling Orb,3
Affliction,2023-12-20,Chaos Orb,Instilling Orb,3
Affliction,2023-12-21,Chaos Orb,Instilling Orb,3.4
Affliction,2023-12-22,Chaos Orb,Instilling Orb,3.8925
Affliction,2023-12-23,Chaos Orb,Instilling Orb,3.8875
Affliction,2023-12-24,Chaos Orb,Instilling Orb,3.9
Affliction,2023-12-25,Chaos Orb,Instilling Orb,3.865
Affliction,2023-12-26,Chaos Orb,Instilling Orb,4.82667
Affliction,2023-12-27,Chaos Orb,Instilling Orb,4.33
Affliction,2023-12-28,Chaos Orb,Instilling Orb,4.53334
Affliction,2023-12-29,Chaos Orb,Instilling Orb,4.08334
Affliction,2023-12-30,Chaos Orb,Instilling Orb,4.59
Affliction,2023-12-31,Chaos Orb,Instilling Orb,4.6
Affliction,2024-01-01,Chaos Orb,Instilling Orb,5
Affliction,2024-01-02,Chaos Orb,Instilling Orb,5.9
Affliction,2024-01-03,Chaos Orb,Instilling Orb,6
Affliction,2024-01-04,Chaos Orb,Instilling Orb,6
Affliction,2024-01-05,Chaos Orb,Instilling Orb,6
Affliction,2024-01-06,Chaos Orb,Instilling Orb,5.93
Affliction,2024-01-07,Chaos Orb,Instilling Orb,5.92
Affliction,2024-01-08,Chaos Orb,Instilling Orb,5
Affliction,2024-01-09,Chaos Orb,Instilling Orb,5
Affliction,2024-01-10,Chaos Orb,Instilling Orb,5
Affliction,2024-01-11,Chaos Orb,Instilling Orb,5
Affliction,2024-01-12,Chaos Orb,Instilling Orb,5
Affliction,2024-01-13,Chaos Orb,Instilling Orb,5
Affliction,2024-01-14,Chaos Orb,Instilling Orb,5
Affliction,2024-01-15,Chaos Orb,Instilling Orb,5.4
Affliction,2024-01-16,Chaos Orb,Instilling Orb,5.7
Affliction,2024-01-17,Chaos Orb,Instilling Orb,7.08
Affliction,2024-01-18,Chaos Orb,Instilling Orb,6.82
Affliction,2024-01-19,Chaos Orb,Instilling Orb,7
Affliction,2024-01-20,Chaos Orb,Instilling Orb,6.2
Affliction,2024-01-21,Chaos Orb,Instilling Orb,6.6
Affliction,2024-01-22,Chaos Orb,Instilling Orb,7
Affliction,2024-01-23,Chaos Orb,Instilling Orb,6.6
Affliction,2024-01-24,Chaos Orb,Instilling Orb,7
Affliction,2024-01-25,Chaos Orb,Instilling Orb,7
Affliction,2024-01-26,Chaos Orb,Instilling Orb,7
Affliction,2024-01-27,Chaos Orb,Instilling Orb,7.2
Affliction,2024-01-28,Chaos Orb,Instilling Orb,7.2
Affliction,2024-01-29,Chaos Orb,Instilling Orb,6.2
Affliction,2024-01-30,Chaos Orb,Instilling Orb,4.875
Affliction,2024-01-31,Chaos Orb,Instilling Orb,9.7
Affliction,2024-02-01,Chaos Orb,Instilling Orb,9.7
Affliction,2024-02-02,Chaos Orb,Instilling Orb,12
Affliction,2024-02-03,Chaos Orb,Instilling Orb,12
Affliction,2024-02-04,Chaos Orb,Instilling Orb,12
Affliction,2024-02-05,Chaos Orb,Instilling Orb,10.24
Affliction,2024-02-06,Chaos Orb,Instilling Orb,12.13333
Affliction,2024-02-07,Chaos Orb,Instilling Orb,12.26667
Affliction,2024-02-08,Chaos Orb,Instilling Orb,12.26667
Affliction,2024-02-09,Chaos Orb,Instilling Orb,13.4
Affliction,2024-02-10,Chaos Orb,Instilling Orb,10.4
Affliction,2024-02-11,Chaos Orb,Instilling Orb,19.18333
Affliction,2024-02-12,Chaos Orb,Instilling Orb,19.18333
Affliction,2024-02-13,Chaos Orb,Instilling Orb,9.4
Affliction,2024-02-14,Chaos Orb,Instilling Orb,9.4
Affliction,2024-02-15,Chaos Orb,Instilling Orb,9.4
Affliction,2024-02-16,Chaos Orb,Instilling Orb,9.4
Affliction,2024-02-17,Chaos Orb,Instilling Orb,9.5
Affliction,2024-02-18,Chaos Orb,Instilling Orb,9.5
Affliction,2024-02-19,Chaos Orb,Instilling Orb,9.5
Affliction,2024-02-20,Chaos Orb,Instilling Orb,24.3
Affliction,2024-02-21,Chaos Orb,Instilling Orb,24.2
Affliction,2024-02-22,Chaos Orb,Instilling Orb,24.2
Affliction,2024-02-23,Chaos Orb,Instilling Orb,24.2
Affliction,2024-02-24,Chaos Orb,Instilling Orb,25.5
Affliction,2024-02-25,Chaos Orb,Instilling Orb,16
Affliction,2024-02-26,Chaos Orb,Instilling Orb,15
Affliction,2024-02-27,Chaos Orb,Instilling Orb,16.5
Affliction,2024-02-28,Chaos Orb,Instilling Orb,16.5
Affliction,2024-02-29,Chaos Orb,Instilling Orb,16.5
Affliction,2024-03-01,Chaos Orb,Instilling Orb,16.84
Affliction,2024-03-02,Chaos Orb,Instilling Orb,16.84
Affliction,2024-03-03,Chaos Orb,Instilling Orb,20.84
Affliction,2024-03-04,Chaos Orb,Instilling Orb,20.84
Affliction,2024-03-05,Chaos Orb,Instilling Orb,20.84
Affliction,2024-03-06,Chaos Orb,Instilling Orb,20.42
Affliction,2024-03-07,Chaos Orb,Instilling Orb,78
Affliction,2024-03-08,Chaos Orb,Instilling Orb,78
Affliction,2024-03-09,Chaos Orb,Instilling Orb,20.42
Affliction,2024-03-10,Chaos Orb,Instilling Orb,600
Affliction,2024-03-11,Chaos Orb,Instilling Orb,600
Affliction,2024-03-12,Chaos Orb,Instilling Orb,600
Affliction,2024-03-13,Chaos Orb,Instilling Orb,600
Affliction,2024-03-14,Chaos Orb,Instilling Orb,600
Affliction,2024-03-15,Chaos Orb,Instilling Orb,600
Affliction,2024-03-16,Chaos Orb,Instilling Orb,600
Affliction,2024-03-17,Chaos Orb,Instilling Orb,600
Affliction,2024-03-18,Chaos Orb,Instilling Orb,600
Affliction,2024-03-19,Chaos Orb,Instilling Orb,600
Affliction,2024-03-20,Chaos Orb,Instilling Orb,600
Affliction,2024-03-21,Chaos Orb,Instilling Orb,600
Affliction,2024-03-22,Chaos Orb,Instilling Orb,3.8676
Affliction,2024-03-23,Chaos Orb,Instilling Orb,3.87
Affliction,2024-03-24,Chaos Orb,Instilling Orb,16
Affliction,2024-03-25,Chaos Orb,Instilling Orb,16
Affliction,2024-03-26,Chaos Orb,Instilling Orb,16
Affliction,2023-12-09,Oil Extractor,Chaos Orb,5
Affliction,2023-12-10,Oil Extractor,Chaos Orb,5
Affliction,2023-12-11,Oil Extractor,Chaos Orb,8
Affliction,2023-12-12,Oil Extractor,Chaos Orb,8.98
Affliction,2023-12-13,Oil Extractor,Chaos Orb,9
Affliction,2023-12-14,Oil Extractor,Chaos Orb,12
Affliction,2023-12-15,Oil Extractor,Chaos Orb,12
Affliction,2023-12-16,Oil Extractor,Chaos Orb,12
Affliction,2023-12-17,Oil Extractor,Chaos Orb,12
Affliction,2023-12-18,Oil Extractor,Chaos Orb,12
Affliction,2023-12-19,Oil Extractor,Chaos Orb,12
Affliction,2023-12-20,Oil Extractor,Chaos Orb,12
Affliction,2023-12-21,Oil Extractor,Chaos Orb,12
Affliction,2023-12-22,Oil Extractor,Chaos Orb,12
Affliction,2023-12-23,Oil Extractor,Chaos Orb,12
Affliction,2023-12-24,Oil Extractor,Chaos Orb,12
Affliction,2023-12-25,Oil Extractor,Chaos Orb,14.11667
Affliction,2023-12-26,Oil Extractor,Chaos Orb,15
Affliction,2023-12-27,Oil Extractor,Chaos Orb,15
Affliction,2023-12-28,Oil Extractor,Chaos Orb,15.9
Affliction,2023-12-29,Oil Extractor,Chaos Orb,15
Affliction,2023-12-30,Oil Extractor,Chaos Orb,11.4
Affliction,2023-12-31,Oil Extractor,Chaos Orb,8.6
Affliction,2024-01-01,Oil Extractor,Chaos Orb,15
Affliction,2024-01-02,Oil Extractor,Chaos Orb,20
Affliction,2024-01-03,Oil Extractor,Chaos Orb,20
Affliction,2024-01-04,Oil Extractor,Chaos Orb,23.1
Affliction,2024-01-05,Oil Extractor,Chaos Orb,25
Affliction,2024-01-06,Oil Extractor,Chaos Orb,25
Affliction,2024-01-07,Oil Extractor,Chaos Orb,25
Affliction,2024-01-08,Oil Extractor,Chaos Orb,25
Affliction,2024-01-09,Oil Extractor,Chaos Orb,25
Affliction,2024-01-10,Oil Extractor,Chaos Orb,25
Affliction,2024-01-11,Oil Extractor,Chaos Orb,25
Affliction,2024-01-12,Oil Extractor,Chaos Orb,24
Affliction,2024-01-13,Oil Extractor,Chaos Orb,23.7
Affliction,2024-01-14,Oil Extractor,Chaos Orb,22
Affliction,2024-01-15,Oil Extractor,Chaos Orb,20
Affliction,2024-01-16,Oil Extractor,Chaos Orb,20
Affliction,2024-01-17,Oil Extractor,Chaos Orb,20.9
Affliction,2024-01-18,Oil Extractor,Chaos Orb,22
Affliction,2024-01-19,Oil Extractor,Chaos Orb,25
Affliction,2024-01-20,Oil Extractor,Chaos Orb,25
Affliction,2024-01-21,Oil Extractor,Chaos Orb,25
Affliction,2024-01-22,Oil Extractor,Chaos Orb,25
Affliction,2024-01-23,Oil Extractor,Chaos Orb,25
Affliction,2024-01-24,Oil Extractor,Chaos Orb,25
Affliction,2024-01-25,Oil Extractor,Chaos Orb,25
Affliction,2024-01-26,Oil Extractor,Chaos Orb,25
Affliction,2024-01-27,Oil Extractor,Chaos Orb,25
Affliction,2024-01-28,Oil Extractor,Chaos Orb,25
Affliction,2024-01-29,Oil Extractor,Chaos Orb,25
Affliction,2024-01-30,Oil Extractor,Chaos Orb,25
Affliction,2024-01-31,Oil Extractor,Chaos Orb,25
Affliction,2024-02-01,Oil Extractor,Chaos Orb,24
Affliction,2024-02-02,Oil Extractor,Chaos Orb,24
Affliction,2024-02-03,Oil Extractor,Chaos Orb,24
Affliction,2024-02-04,Oil Extractor,Chaos Orb,23
Affliction,2024-02-05,Oil Extractor,Chaos Orb,20
Affliction,2024-02-06,Oil Extractor,Chaos Orb,20
Affliction,2024-02-07,Oil Extractor,Chaos Orb,20
Affliction,2024-02-08,Oil Extractor,Chaos Orb,20
Affliction,2024-02-09,Oil Extractor,Chaos Orb,20
Affliction,2024-02-10,Oil Extractor,Chaos Orb,20
Affliction,2024-02-11,Oil Extractor,Chaos Orb,19
Affliction,2024-02-12,Oil Extractor,Chaos Orb,18.7
Affliction,2024-02-13,Oil Extractor,Chaos Orb,18
Affliction,2024-02-14,Oil Extractor,Chaos Orb,18
Affliction,2024-02-15,Oil Extractor,Chaos Orb,17
Affliction,2024-02-16,Oil Extractor,Chaos Orb,15
Affliction,2024-02-17,Oil Extractor,Chaos Orb,15
Affliction,2024-02-18,Oil Extractor,Chaos Orb,15
Affliction,2024-02-19,Oil Extractor,Chaos Orb,15
Affliction,2024-02-20,Oil Extractor,Chaos Orb,15
Affliction,2024-02-21,Oil Extractor,Chaos Orb,15
Affliction,2024-02-22,Oil Extractor,Chaos Orb,15
Affliction,2024-02-23,Oil Extractor,Chaos Orb,15
Affliction,2024-02-24,Oil Extractor,Chaos Orb,15
Affliction,2024-02-25,Oil Extractor,Chaos Orb,15
Affliction,2024-02-26,Oil Extractor,Chaos Orb,15
Affliction,2024-02-27,Oil Extractor,Chaos Orb,15
Affliction,2024-02-28,Oil Extractor,Chaos Orb,15
Affliction,2024-02-29,Oil Extractor,Chaos Orb,14
Affliction,2024-03-01,Oil Extractor,Chaos Orb,14
Affliction,2024-03-02,Oil Extractor,Chaos Orb,14
Affliction,2024-03-03,Oil Extractor,Chaos Orb,13
Affliction,2024-03-04,Oil Extractor,Chaos Orb,12
Affliction,2024-03-05,Oil Extractor,Chaos Orb,12.6
Affliction,2024-03-06,Oil Extractor,Chaos Orb,11.6
Affliction,2024-03-07,Oil Extractor,Chaos Orb,10.1
Affliction,2024-03-08,Oil Extractor,Chaos Orb,10
Affliction,2024-03-09,Oil Extractor,Chaos Orb,11
Affliction,2024-03-10,Oil Extractor,Chaos Orb,10
Affliction,2024-03-11,Oil Extractor,Chaos Orb,10
Affliction,2024-03-12,Oil Extractor,Chaos Orb,10
Affliction,2024-03-13,Oil Extractor,Chaos Orb,10
Affliction,2024-03-14,Oil Extractor,Chaos Orb,10
Affliction,2024-03-15,Oil Extractor,Chaos Orb,10
Affliction,2024-03-16,Oil Extractor,Chaos Orb,10.1
Affliction,2024-03-17,Oil Extractor,Chaos Orb,14
Affliction,2024-03-18,Oil Extractor,Chaos Orb,14
Affliction,2024-03-19,Oil Extractor,Chaos Orb,14
Affliction,2024-03-20,Oil Extractor,Chaos Orb,14
Affliction,2024-03-21,Oil Extractor,Chaos Orb,14
Affliction,2024-03-22,Oil Extractor,Chaos Orb,13.5
Affliction,2024-03-23,Oil Extractor,Chaos Orb,10.6
Affliction,2024-03-24,Oil Extractor,Chaos Orb,10
Affliction,2024-03-25,Oil Extractor,Chaos Orb,13
Affliction,2024-03-26,Oil Extractor,Chaos Orb,10
Affliction,2023-12-09,Comprehensive Scouting Report,Chaos Orb,1.4
Affliction,2023-12-10,Comprehensive Scouting Report,Chaos Orb,1.8
Affliction,2023-12-11,Comprehensive Scouting Report,Chaos Orb,3
Affliction,2023-12-12,Comprehensive Scouting Report,Chaos Orb,5
Affliction,2023-12-13,Comprehensive Scouting Report,Chaos Orb,5
Affliction,2023-12-14,Comprehensive Scouting Report,Chaos Orb,5
Affliction,2023-12-15,Comprehensive Scouting Report,Chaos Orb,5
Affliction,2023-12-16,Comprehensive Scouting Report,Chaos Orb,8
Affliction,2023-12-17,Comprehensive Scouting Report,Chaos Orb,9
Affliction,2023-12-18,Comprehensive Scouting Report,Chaos Orb,9.46
Affliction,2023-12-19,Comprehensive Scouting Report,Chaos Orb,10
Affliction,2023-12-20,Comprehensive Scouting Report,Chaos Orb,10
Affliction,2023-12-21,Comprehensive Scouting Report,Chaos Orb,10
Affliction,2023-12-22,Comprehensive Scouting Report,Chaos Orb,10
Affliction,2023-12-23,Comprehensive Scouting Report,Chaos Orb,9
Affliction,2023-12-24,Comprehensive Scouting Report,Chaos Orb,8.8
Affliction,2023-12-25,Comprehensive Scouting Report,Chaos Orb,5.3
Affliction,2023-12-26,Comprehensive Scouting Report,Chaos Orb,5
Affliction,2023-12-27,Comprehensive Scouting Report,Chaos Orb,11.75
Affliction,2023-12-28,Comprehensive Scouting Report,Chaos Orb,20.6
Affliction,2023-12-29,Comprehensive Scouting Report,Chaos Orb,34.9
Affliction,2023-12-30,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2023-12-31,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-01,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-02,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-03,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-04,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-05,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-06,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-07,Comprehensive Scouting Report,Chaos Orb,40
Affliction,2024-01-08,Comprehensive Scouting Report,Chaos Orb,42
Affliction,2024-01-09,Comprehensive Scouting Report,Chaos Orb,49.65
Affliction,2024-01-10,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-11,Comprehensive Scouting Report,Chaos Orb,96.875
Affliction,2024-01-12,Comprehensive Scouting Report,Chaos Orb,95
Affliction,2024-01-13,Comprehensive Scouting Report,Chaos Orb,94
Affliction,2024-01-14,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-01-15,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-01-16,Comprehensive Scouting Report,Chaos Orb,85
Affliction,2024-01-17,Comprehensive Scouting Report,Chaos Orb,85
Affliction,2024-01-18,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-19,Comprehensive Scouting Report,Chaos Orb,79.24
Affliction,2024-01-20,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-01-21,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-01-22,Comprehensive Scouting Report,Chaos Orb,74.5
Affliction,2024-01-23,Comprehensive Scouting Report,Chaos Orb,73
Affliction,2024-01-24,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-01-25,Comprehensive Scouting Report,Chaos Orb,78.80839
Affliction,2024-01-26,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-27,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-28,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-29,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-01-30,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-01-31,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-01,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-02,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-03,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-04,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-05,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-02-06,Comprehensive Scouting Report,Chaos Orb,98.74124
Affliction,2024-02-07,Comprehensive Scouting Report,Chaos Orb,98
Affliction,2024-02-08,Comprehensive Scouting Report,Chaos Orb,95
Affliction,2024-02-09,Comprehensive Scouting Report,Chaos Orb,95
Affliction,2024-02-10,Comprehensive Scouting Report,Chaos Orb,95
Affliction,2024-02-11,Comprehensive Scouting Report,Chaos Orb,93.6
Affliction,2024-02-12,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-13,Comprehensive Scouting Report,Chaos Orb,89.8
Affliction,2024-02-14,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-15,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-16,Comprehensive Scouting Report,Chaos Orb,89.3
Affliction,2024-02-17,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-18,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-19,Comprehensive Scouting Report,Chaos Orb,89
Affliction,2024-02-20,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-21,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-02-22,Comprehensive Scouting Report,Chaos Orb,88
Affliction,2024-02-23,Comprehensive Scouting Report,Chaos Orb,85.4
Affliction,2024-02-24,Comprehensive Scouting Report,Chaos Orb,85.6
Affliction,2024-02-25,Comprehensive Scouting Report,Chaos Orb,83.6
Affliction,2024-02-26,Comprehensive Scouting Report,Chaos Orb,83.4
Affliction,2024-02-27,Comprehensive Scouting Report,Chaos Orb,80
Affliction,2024-02-28,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-02-29,Comprehensive Scouting Report,Chaos Orb,76.8
Affliction,2024-03-01,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-02,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-03,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-04,Comprehensive Scouting Report,Chaos Orb,74.99797
Affliction,2024-03-05,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-06,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-07,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-08,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-09,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-10,Comprehensive Scouting Report,Chaos Orb,70
Affliction,2024-03-11,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-12,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-13,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-14,Comprehensive Scouting Report,Chaos Orb,75
Affliction,2024-03-15,Comprehensive Scouting Report,Chaos Orb,85.5
Affliction,2024-03-16,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-17,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-18,Comprehensive Scouting Report,Chaos Orb,94.85535
Affliction,2024-03-19,Comprehensive Scouting Report,Chaos Orb,95.00015
Affliction,2024-03-20,Comprehensive Scouting Report,Chaos Orb,90
Affliction,2024-03-21,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-22,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-23,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-24,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-25,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2024-03-26,Comprehensive Scouting Report,Chaos Orb,100
Affliction,2023-12-09,Annulment Shard,Chaos Orb,1
Affliction,2023-12-10,Annulment Shard,Chaos Orb,1
Affliction,2023-12-11,Annulment Shard,Chaos Orb,1
Affliction,2023-12-12,Annulment Shard,Chaos Orb,1
Affliction,2023-12-13,Annulment Shard,Chaos Orb,1
Affliction,2023-12-14,Annulment Shard,Chaos Orb,1
Affliction,2023-12-15,Annulment Shard,Chaos Orb,1
Affliction,2023-12-16,Annulment Shard,Chaos Orb,1
Affliction,2023-12-17,Annulment Shard,Chaos Orb,1
Affliction,2023-12-18,Annulment Shard,Chaos Orb,1
Affliction,2023-12-19,Annulment Shard,Chaos Orb,1
Affliction,2023-12-20,Annulment Shard,Chaos Orb,1
Affliction,2023-12-21,Annulment Shard,Chaos Orb,1
Affliction,2023-12-22,Annulment Shard,Chaos Orb,1
Affliction,2023-12-23,Annulment Shard,Chaos Orb,1
Affliction,2023-12-24,Annulment Shard,Chaos Orb,1
Affliction,2023-12-25,Annulment Shard,Chaos Orb,1
Affliction,2023-12-26,Annulment Shard,Chaos Orb,1
Affliction,2023-12-27,Annulment Shard,Chaos Orb,1
Affliction,2023-12-28,Annulment Shard,Chaos Orb,1
Affliction,2023-12-29,Annulment Shard,Chaos Orb,1
Affliction,2023-12-30,Annulment Shard,Chaos Orb,1
Affliction,2023-12-31,Annulment Shard,Chaos Orb,1
Affliction,2024-01-01,Annulment Shard,Chaos Orb,1
Affliction,2024-01-02,Annulment Shard,Chaos Orb,1
Affliction,2024-01-03,Annulment Shard,Chaos Orb,1
Affliction,2024-01-04,Annulment Shard,Chaos Orb,1
Affliction,2024-01-05,Annulment Shard,Chaos Orb,1
Affliction,2024-01-06,Annulment Shard,Chaos Orb,1
Affliction,2024-01-07,Annulment Shard,Chaos Orb,1
Affliction,2024-01-08,Annulment Shard,Chaos Orb,1
Affliction,2024-01-09,Annulment Shard,Chaos Orb,1
Affliction,2024-01-10,Annulment Shard,Chaos Orb,1
Affliction,2024-01-11,Annulment Shard,Chaos Orb,1
Affliction,2024-01-12,Annulment Shard,Chaos Orb,1
Affliction,2024-01-13,Annulment Shard,Chaos Orb,1
Affliction,2024-01-14,Annulment Shard,Chaos Orb,1
Affliction,2024-01-15,Annulment Shard,Chaos Orb,1
Affliction,2024-01-16,Annulment Shard,Chaos Orb,1
Affliction,2024-01-17,Annulment Shard,Chaos Orb,1
Affliction,2024-01-18,Annulment Shard,Chaos Orb,1
Affliction,2024-01-19,Annulment Shard,Chaos Orb,1
Affliction,2024-01-20,Annulment Shard,Chaos Orb,1
Affliction,2024-01-21,Annulment Shard,Chaos Orb,1
Affliction,2024-01-22,Annulment Shard,Chaos Orb,1
Affliction,2024-01-23,Annulment Shard,Chaos Orb,1
Affliction,2024-01-24,Annulment Shard,Chaos Orb,1
Affliction,2024-01-25,Annulment Shard,Chaos Orb,1
Affliction,2024-01-26,Annulment Shard,Chaos Orb,4
Affliction,2024-01-27,Annulment Shard,Chaos Orb,2.2
Affliction,2024-01-28,Annulment Shard,Chaos Orb,1
Affliction,2024-01-29,Annulment Shard,Chaos Orb,1
Affliction,2024-01-30,Annulment Shard,Chaos Orb,1
Affliction,2024-01-31,Annulment Shard,Chaos Orb,1
Affliction,2024-02-01,Annulment Shard,Chaos Orb,1
Affliction,2024-02-02,Annulment Shard,Chaos Orb,1
Affliction,2024-02-03,Annulment Shard,Chaos Orb,1
Affliction,2024-02-04,Annulment Shard,Chaos Orb,1
Affliction,2024-02-05,Annulment Shard,Chaos Orb,1
Affliction,2024-02-06,Annulment Shard,Chaos Orb,1
Affliction,2024-02-07,Annulment Shard,Chaos Orb,1
Affliction,2024-02-08,Annulment Shard,Chaos Orb,1
Affliction,2024-02-09,Annulment Shard,Chaos Orb,1
Affliction,2024-02-10,Annulment Shard,Chaos Orb,1
Affliction,2024-02-11,Annulment Shard,Chaos Orb,1
Affliction,2024-02-12,Annulment Shard,Chaos Orb,1
